Device,Brand,Age_Months,Daily_Usage_Hours,Usage_Type,Failure_After_Months,Symptom1,Symptom2,Symptom3,Severity,Faulty_Component,Recommended_Solution,Estimated_Repair_Cost_INR,Estimated_Repair_Time_Hours
Laptop,HP,56,4,Content Creator,55,No Display,External Monitor Works,Power ON,High,Display,Step 1: Connect to an external monitor to check if the issue is the panel or GPU; Step 2: Check display cable/flex connection inside the device; Step 3: Adjust brightness and refresh rate settings to rule out software glitches; Step 4: Update or roll back display drivers; Step 5: Replace the display panel/digitizer if hardware fault is confirmed.,3350,1.9
Laptop,Acer,62,12,Gaming,58,Random Restart,Memory Warning,System Freeze,Medium,RAM,"Step 1: Power off and reseat the RAM modules firmly in their slots; Step 2: Clean the RAM contacts gently with an eraser or contact cleaner; Step 3: Test each RAM stick individually in different slots to isolate the fault; Step 4: Run a memory diagnostic tool (e.g., Windows Memory Diagnostic / MemTest86); Step 5: Replace the faulty RAM module if errors persist.",2600,1.3
Desktop,Acer,44,5,Developer,43,Disk Not Detected,Boot Failure,BIOS Error,High,HDD,Step 1: Back up all data immediately when clicking/grinding noise is heard; Step 2: Check SMART status using CrystalDiskInfo; Step 3: Check and reseat the SATA power and data cables; Step 4: Run CHKDSK to scan for and attempt recovery of bad sectors; Step 5: Replace the HDD with an SSD if failure is confirmed.,2300,2.9
Mobile,Realme,88,11,Normal,80,Charging Failure,Heating,Random Restart,High,Charging IC,Step 1: Test with a different cable and charger to rule out accessories; Step 2: Clean the charging port of dust/lint; Step 3: Restart the device and check for charging software glitch; Step 4: Check for overheating during charging attempts; Step 5: Replace the charging IC at a service center if hardware fault is confirmed.,1450,2.4
Laptop,MSI,17,4,Remote Worker,16,Ghost Typing,Multiple Key Press,Random Input,Low,Keyboard,Step 1: Power off immediately if liquid spill is suspected; Step 2: Clean keys with compressed air and isopropyl alcohol; Step 3: Check for stuck debris under affected keys; Step 4: Test with an external USB keyboard to confirm internal fault; Step 5: Replace the keyboard module if keys remain unresponsive.,1600,1.4
Laptop,Asus,64,3,Normal,64,No Charge,Battery OK,Power Adapter Error,Low,Charger,Step 1: Inspect the charger cable and adapter for visible damage; Step 2: Check the wall socket with another device; Step 3: Clean the charging port of dust/debris; Step 4: Test with a different compatible charger/adapter; Step 5: Replace the charger if output voltage is incorrect or it overheats.,1250,1.2
Mobile,Xiaomi,78,2,Content Creator,71,Not Charging,Adapter OK,Cable OK,Medium,Charging Port,"Step 1: Inspect the charging port for lint, dust, or debris and clean gently; Step 2: Check for bent or damaged pins inside the port; Step 3: Try a different cable to confirm port vs cable issue; Step 4: Wiggle test the cable while charging to detect loose connection; Step 5: Replace the charging port assembly if connection remains loose.",1900,1.3
Laptop,Apple,94,8,Remote Worker,85,Boot Loop,Memory Error,Beep Code,Medium,RAM,"Step 1: Power off and reseat the RAM modules firmly in their slots; Step 2: Clean the RAM contacts gently with an eraser or contact cleaner; Step 3: Test each RAM stick individually in different slots to isolate the fault; Step 4: Run a memory diagnostic tool (e.g., Windows Memory Diagnostic / MemTest86); Step 5: Replace the faulty RAM module if errors persist.",4000,2.0
Mobile,Apple,79,3,Business,78,Not Charging,Cable OK,Battery OK,Medium,Charging IC,Step 1: Test with a different cable and charger to rule out accessories; Step 2: Clean the charging port of dust/lint; Step 3: Restart the device and check for charging software glitch; Step 4: Check for overheating during charging attempts; Step 5: Replace the charging IC at a service center if hardware fault is confirmed.,3350,1.4
Mobile,OnePlus,73,6,Gaming,64,No Network,SIM Not Detected,Signal Drop,High,SIM Card Reader,Step 1: Remove and reinsert the SIM card properly; Step 2: Clean the SIM contacts and tray; Step 3: Test the SIM in another phone to rule out SIM damage; Step 4: Check for carrier network outage in the area; Step 5: Replace the SIM tray/reader module if SIM is still not detected.,1500,1.2
Desktop,Lenovo,86,10,Developer,80,High Temperature,Fan Error,Shutdown,Medium,CPU Fan,Step 1: Power off and unplug the system; Step 2: Open the cabinet and clean dust from the CPU fan and heatsink; Step 3: Check fan rotation manually and listen for bearing noise; Step 4: Reapply thermal paste on the CPU if it has dried out; Step 5: Replace the CPU fan if it does not spin freely or is noisy after cleaning.,500,1.8
Laptop,MSI,69,4,Developer,69,Crackling Sound,Media Playback Issue,Calls OK,Low,Speaker,Step 1: Check volume mixer and mute settings; Step 2: Update or reinstall audio drivers; Step 3: Test with headphones to isolate speaker hardware fault; Step 4: Clean speaker grille of dust/debris; Step 5: Replace the speaker unit if crackling/no sound persists.,1050,1.4
Laptop,Asus,16,4,Gaming,12,Loose Hinge,Screen Wobble,Cracking Sound,Medium,Hinge,Step 1: Inspect hinge alignment and screws for looseness; Step 2: Tighten visible hinge screws carefully; Step 3: Check for cracks in the hinge housing/plastic; Step 4: Apply light lubrication if movement is stiff; Step 5: Replace the hinge assembly if cracked or completely loose.,1250,2.0
Desktop,Asus,77,16,Business,72,Slow Startup,Disk Errors,Storage Not Detected,Medium,SSD,Step 1: Back up all critical data immediately; Step 2: Check disk health using CrystalDiskInfo or manufacturer tool; Step 3: Update the SSD firmware and check SATA/NVMe cable connections; Step 4: Run CHKDSK or a disk repair utility to fix file system errors; Step 5: Replace the SSD if SMART status shows failing or bad sectors increase.,3950,2.2
Mobile,Vivo,17,5,Office,13,Screen Stays On During Calls,Accidental Touch,Sensor Error,Low,Proximity Sensor,Step 1: Remove any screen protector or case blocking the sensor; Step 2: Clean the sensor area near the top of the screen; Step 3: Test sensor calibration using a diagnostic app; Step 4: Restart the device to reset sensor drivers; Step 5: Replace the proximity sensor module if it remains unresponsive.,1400,1.3
Desktop,Asus,62,1,Student,54,Random Restart,Capacitor Bulge,Short Circuit,High,Motherboard,"Step 1: Disconnect all peripherals and power cables; Step 2: Inspect for bulging/burnt capacitors and burning smell; Step 3: Reset CMOS using the jumper or by removing the battery; Step 4: Reseat RAM and GPU to rule out connection issues; Step 5: If no POST persists, the motherboard likely needs professional repair or replacement.",7400,5.3
Laptop,Apple,25,2,Business,25,High Temperature,Fan Slow,Random Shutdown,High,Cooling Fan,Step 1: Use compressed air to clean the fan vents and intake; Step 2: Open the back panel and clean dust from the fan and heatsink; Step 3: Check fan spin freely without obstruction; Step 4: Reapply thermal paste on CPU/GPU if overheating persists; Step 5: Replace the cooling fan if noise or shutdown continues after cleaning.,1200,2.4
Mobile,Google,42,4,Gaming,36,Bent Pins,No Connection Detected,Charging Stops,Medium,Charging Port,"Step 1: Inspect the charging port for lint, dust, or debris and clean gently; Step 2: Check for bent or damaged pins inside the port; Step 3: Try a different cable to confirm port vs cable issue; Step 4: Wiggle test the cable while charging to detect loose connection; Step 5: Replace the charging port assembly if connection remains loose.",950,1.1
Mobile,Xiaomi,79,5,Business,76,Slow WiFi,Bluetooth Disconnects,Signal Weak,High,WiFi Bluetooth Module,Step 1: Toggle airplane mode on/off to reset radios; Step 2: Forget and re-pair the Bluetooth device / re-join WiFi network; Step 3: Update device software to latest version; Step 4: Reset network settings to factory defaults; Step 5: Replace the WiFi/Bluetooth combo module if issues persist after reset.,1500,1.0
Mobile,Google,44,7,Office,36,Not Charging,Cable OK,Battery OK,High,Charging IC,Step 1: Test with a different cable and charger to rule out accessories; Step 2: Clean the charging port of dust/lint; Step 3: Restart the device and check for charging software glitch; Step 4: Check for overheating during charging attempts; Step 5: Replace the charging IC at a service center if hardware fault is confirmed.,2900,1.7
Mobile,Oppo,84,4,Developer,77,Sudden Power Off,Battery Swelling,Heating,Medium,Battery,"Step 1: Check battery health using built-in diagnostics (e.g., powercfg /batteryreport); Step 2: Inspect for physical swelling or deformation - stop use immediately if found; Step 3: Calibrate the battery with a full charge-discharge cycle; Step 4: Check background apps causing excess power draw; Step 5: Replace the battery if health is below 50% or swelling is present.",2400,1.5
Laptop,MSI,80,7,Office,76,Thermal Throttling,Loud Fan,Heating,Low,Cooling Fan,Step 1: Use compressed air to clean the fan vents and intake; Step 2: Open the back panel and clean dust from the fan and heatsink; Step 3: Check fan spin freely without obstruction; Step 4: Reapply thermal paste on CPU/GPU if overheating persists; Step 5: Replace the cooling fan if noise or shutdown continues after cleaning.,850,1.2
Laptop,Lenovo,40,5,Gaming,33,No Display,External Monitor Works,Power ON,High,Display,Step 1: Connect to an external monitor to check if the issue is the panel or GPU; Step 2: Check display cable/flex connection inside the device; Step 3: Adjust brightness and refresh rate settings to rule out software glitches; Step 4: Update or roll back display drivers; Step 5: Replace the display panel/digitizer if hardware fault is confirmed.,4900,1.0
Desktop,MSI,41,16,Business,37,Application Crash,Memory Error,Slow Performance,Medium,RAM,"Step 1: Power off and reseat the RAM modules firmly in their slots; Step 2: Clean the RAM contacts gently with an eraser or contact cleaner; Step 3: Test each RAM stick individually in different slots to isolate the fault; Step 4: Run a memory diagnostic tool (e.g., Windows Memory Diagnostic / MemTest86); Step 5: Replace the faulty RAM module if errors persist.",1750,1.2
Laptop,Lenovo,41,9,Office,34,Crackling Sound,Media Playback Issue,Calls OK,Low,Speaker,Step 1: Check volume mixer and mute settings; Step 2: Update or reinstall audio drivers; Step 3: Test with headphones to isolate speaker hardware fault; Step 4: Clean speaker grille of dust/debris; Step 5: Replace the speaker unit if crackling/no sound persists.,1200,1.4
Mobile,Google,25,12,Content Creator,21,Lines On Screen,Display Lag,Power ON,High,Display,Step 1: Connect to an external monitor to check if the issue is the panel or GPU; Step 2: Check display cable/flex connection inside the device; Step 3: Adjust brightness and refresh rate settings to rule out software glitches; Step 4: Update or roll back display drivers; Step 5: Replace the display panel/digitizer if hardware fault is confirmed.,7450,3.3
Laptop,Dell,46,11,Office,37,Thermal Throttling,Loud Fan,Heating,Medium,Cooling Fan,Step 1: Use compressed air to clean the fan vents and intake; Step 2: Open the back panel and clean dust from the fan and heatsink; Step 3: Check fan spin freely without obstruction; Step 4: Reapply thermal paste on CPU/GPU if overheating persists; Step 5: Replace the cooling fan if noise or shutdown continues after cleaning.,1100,1.2
Mobile,Oppo,18,8,Developer,12,Sudden Power Off,Battery Swelling,Heating,High,Battery,"Step 1: Check battery health using built-in diagnostics (e.g., powercfg /batteryreport); Step 2: Inspect for physical swelling or deformation - stop use immediately if found; Step 3: Calibrate the battery with a full charge-discharge cycle; Step 4: Check background apps causing excess power draw; Step 5: Replace the battery if health is below 50% or swelling is present.",3100,2.0
Mobile,OnePlus,92,12,Office,86,Auto Brightness Fails,Sensor Not Responding,Display Glitch,Low,Proximity Sensor,Step 1: Remove any screen protector or case blocking the sensor; Step 2: Clean the sensor area near the top of the screen; Step 3: Test sensor calibration using a diagnostic app; Step 4: Restart the device to reset sensor drivers; Step 5: Replace the proximity sensor module if it remains unresponsive.,1750,1.4
Laptop,Acer,53,5,Content Creator,44,Ghost Typing,Multiple Key Press,Random Input,Low,Keyboard,Step 1: Power off immediately if liquid spill is suspected; Step 2: Clean keys with compressed air and isopropyl alcohol; Step 3: Check for stuck debris under affected keys; Step 4: Test with an external USB keyboard to confirm internal fault; Step 5: Replace the keyboard module if keys remain unresponsive.,1450,1.0
Mobile,Xiaomi,4,10,Content Creator,3,Slow WiFi,Bluetooth Disconnects,Signal Weak,Medium,WiFi Bluetooth Module,Step 1: Toggle airplane mode on/off to reset radios; Step 2: Forget and re-pair the Bluetooth device / re-join WiFi network; Step 3: Update device software to latest version; Step 4: Reset network settings to factory defaults; Step 5: Replace the WiFi/Bluetooth combo module if issues persist after reset.,1600,1.2
Mobile,Oppo,4,11,Business,4,Camera Not Focusing,Dark Images,Lens Error,High,Camera Module,Step 1: Clean the camera lens of smudges or dust; Step 2: Force-close and reopen the camera app; Step 3: Check for pending software updates; Step 4: Restart the device to clear temporary camera service errors; Step 5: Replace the camera module if blur/focus issues continue after cleaning.,3650,2.5
Mobile,Oppo,12,12,Remote Worker,9,Not Charging,Cable OK,Battery OK,Medium,Charging IC,Step 1: Test with a different cable and charger to rule out accessories; Step 2: Clean the charging port of dust/lint; Step 3: Restart the device and check for charging software glitch; Step 4: Check for overheating during charging attempts; Step 5: Replace the charging IC at a service center if hardware fault is confirmed.,3050,1.1
Laptop,Asus,61,10,Content Creator,55,No WiFi Signal,Frequent Disconnection,Slow Network,Medium,WiFi Module,Step 1: Update or reinstall the WiFi adapter drivers; Step 2: Check airplane mode and WiFi adapter is enabled; Step 3: Reseat the WiFi module/antenna cable if accessible; Step 4: Test connectivity near the router to rule out signal range; Step 5: Replace the WiFi module if it is not detected by the OS.,1300,2.0
Desktop,Asus,77,11,Developer,69,Peripheral Failure,Boot Error,Power ON,Medium,Motherboard,"Step 1: Disconnect all peripherals and power cables; Step 2: Inspect for bulging/burnt capacitors and burning smell; Step 3: Reset CMOS using the jumper or by removing the battery; Step 4: Reseat RAM and GPU to rule out connection issues; Step 5: If no POST persists, the motherboard likely needs professional repair or replacement.",3000,3.4
Desktop,MSI,41,1,Gaming,40,USB Failure,Random Freeze,No POST,High,Motherboard,"Step 1: Disconnect all peripherals and power cables; Step 2: Inspect for bulging/burnt capacitors and burning smell; Step 3: Reset CMOS using the jumper or by removing the battery; Step 4: Reseat RAM and GPU to rule out connection issues; Step 5: If no POST persists, the motherboard likely needs professional repair or replacement.",6700,4.4
Laptop,Lenovo,59,10,Normal,56,Fan Whining Noise,Hot Bottom Panel,Performance Drop,Medium,Cooling Fan,Step 1: Use compressed air to clean the fan vents and intake; Step 2: Open the back panel and clean dust from the fan and heatsink; Step 3: Check fan spin freely without obstruction; Step 4: Reapply thermal paste on CPU/GPU if overheating persists; Step 5: Replace the cooling fan if noise or shutdown continues after cleaning.,1300,2.2
Laptop,Lenovo,78,11,Normal,73,Cursor Jump,Erratic Movement,Click Failure,Medium,Trackpad,Step 1: Clean the trackpad surface with a microfiber cloth; Step 2: Update or reinstall the touchpad drivers; Step 3: Check touchpad settings for sensitivity issues; Step 4: Test with an external mouse to confirm internal fault; Step 5: Replace the trackpad module if erratic behavior continues.,1300,2.0
Laptop,Apple,55,4,Business,52,Overheating,Fan Noise,Auto Shutdown,High,Cooling Fan,Step 1: Use compressed air to clean the fan vents and intake; Step 2: Open the back panel and clean dust from the fan and heatsink; Step 3: Check fan spin freely without obstruction; Step 4: Reapply thermal paste on CPU/GPU if overheating persists; Step 5: Replace the cooling fan if noise or shutdown continues after cleaning.,1650,1.6
Laptop,Lenovo,4,7,Student,1,Thermal Throttling,Loud Fan,Heating,Medium,Cooling Fan,Step 1: Use compressed air to clean the fan vents and intake; Step 2: Open the back panel and clean dust from the fan and heatsink; Step 3: Check fan spin freely without obstruction; Step 4: Reapply thermal paste on CPU/GPU if overheating persists; Step 5: Replace the cooling fan if noise or shutdown continues after cleaning.,1100,2.2
Desktop,Lenovo,59,9,Gaming,59,Slow Startup,Disk Errors,Storage Not Detected,High,SSD,Step 1: Back up all critical data immediately; Step 2: Check disk health using CrystalDiskInfo or manufacturer tool; Step 3: Update the SSD firmware and check SATA/NVMe cable connections; Step 4: Run CHKDSK or a disk repair utility to fix file system errors; Step 5: Replace the SSD if SMART status shows failing or bad sectors increase.,5300,1.7
Desktop,Acer,60,5,Remote Worker,56,Screen Flicker,Driver Crashes,Artifacts,High,GPU,"Step 1: Update or reinstall the latest GPU drivers; Step 2: Check for overheating using monitoring software (e.g., HWMonitor); Step 3: Reseat the GPU in the PCIe slot and check power connectors; Step 4: Test the GPU in another system or test another GPU in this system; Step 5: Send for repair/replacement if artifacts persist after a clean driver install.",2900,3.0
Laptop,Dell,73,3,Office,66,Sudden Power Off,Battery Swelling,Heating,High,Battery,"Step 1: Check battery health using built-in diagnostics (e.g., powercfg /batteryreport); Step 2: Inspect for physical swelling or deformation - stop use immediately if found; Step 3: Calibrate the battery with a full charge-discharge cycle; Step 4: Check background apps causing excess power draw; Step 5: Replace the battery if health is below 50% or swelling is present.",1750,2.4
Mobile,Google,56,2,Gaming,48,Cable Moves Loosely,Charging Stops,Slow Charging,Medium,Charging Port,"Step 1: Inspect the charging port for lint, dust, or debris and clean gently; Step 2: Check for bent or damaged pins inside the port; Step 3: Try a different cable to confirm port vs cable issue; Step 4: Wiggle test the cable while charging to detect loose connection; Step 5: Replace the charging port assembly if connection remains loose.",1650,1.0
Laptop,Apple,17,14,Business,12,High Temperature,Fan Slow,Random Shutdown,Low,Cooling Fan,Step 1: Use compressed air to clean the fan vents and intake; Step 2: Open the back panel and clean dust from the fan and heatsink; Step 3: Check fan spin freely without obstruction; Step 4: Reapply thermal paste on CPU/GPU if overheating persists; Step 5: Replace the cooling fan if noise or shutdown continues after cleaning.,1700,1.9
Laptop,Lenovo,60,4,Office,51,Screen Flicker,System Running,External Monitor OK,Medium,Display,Step 1: Connect to an external monitor to check if the issue is the panel or GPU; Step 2: Check display cable/flex connection inside the device; Step 3: Adjust brightness and refresh rate settings to rule out software glitches; Step 4: Update or roll back display drivers; Step 5: Replace the display panel/digitizer if hardware fault is confirmed.,6800,2.4
Mobile,Apple,16,12,Gaming,6,Voice Breaks,Recorder Not Working,Calls Connected,High,Microphone,Step 1: Check microphone permissions for the affected app; Step 2: Remove any case or cover that may be blocking the mic; Step 3: Test microphone in voice recorder app vs call app; Step 4: Clean the microphone grille of dust/debris; Step 5: Replace the microphone module at a service center if issue persists.,550,1.2
Laptop,MSI,31,12,Content Creator,28,High Temperature,Fan Slow,Random Shutdown,Medium,Cooling Fan,Step 1: Use compressed air to clean the fan vents and intake; Step 2: Open the back panel and clean dust from the fan and heatsink; Step 3: Check fan spin freely without obstruction; Step 4: Reapply thermal paste on CPU/GPU if overheating persists; Step 5: Replace the cooling fan if noise or shutdown continues after cleaning.,1450,1.4
Laptop,MSI,14,4,Office,11,No Boot,Beep Code,Memory Error,Medium,RAM,"Step 1: Power off and reseat the RAM modules firmly in their slots; Step 2: Clean the RAM contacts gently with an eraser or contact cleaner; Step 3: Test each RAM stick individually in different slots to isolate the fault; Step 4: Run a memory diagnostic tool (e.g., Windows Memory Diagnostic / MemTest86); Step 5: Replace the faulty RAM module if errors persist.",3700,1.5
Desktop,Lenovo,39,6,Normal,33,Slow Startup,Disk Errors,File Corruption,High,SSD,Step 1: Back up all critical data immediately; Step 2: Check disk health using CrystalDiskInfo or manufacturer tool; Step 3: Update the SSD firmware and check SATA/NVMe cable connections; Step 4: Run CHKDSK or a disk repair utility to fix file system errors; Step 5: Replace the SSD if SMART status shows failing or bad sectors increase.,1550,3.4
Desktop,HP,7,16,Developer,6,File Corruption,Boot Failure,Disk Warning,Medium,SSD,Step 1: Back up all critical data immediately; Step 2: Check disk health using CrystalDiskInfo or manufacturer tool; Step 3: Update the SSD firmware and check SATA/NVMe cable connections; Step 4: Run CHKDSK or a disk repair utility to fix file system errors; Step 5: Replace the SSD if SMART status shows failing or bad sectors increase.,2100,2.1
Desktop,Acer,4,14,Remote Worker,4,Fan Vibration,Dust Buildup,Reduced Airflow,Medium,CPU Fan,Step 1: Power off and unplug the system; Step 2: Open the cabinet and clean dust from the CPU fan and heatsink; Step 3: Check fan rotation manually and listen for bearing noise; Step 4: Reapply thermal paste on the CPU if it has dried out; Step 5: Replace the CPU fan if it does not spin freely or is noisy after cleaning.,300,1.8
Laptop,Apple,21,11,Content Creator,11,No Charge,Battery OK,Power Adapter Error,Low,Charger,Step 1: Inspect the charger cable and adapter for visible damage; Step 2: Check the wall socket with another device; Step 3: Clean the charging port of dust/debris; Step 4: Test with a different compatible charger/adapter; Step 5: Replace the charger if output voltage is incorrect or it overheats.,2100,1.4
Mobile,Apple,8,6,Student,4,Charging Failure,Heating,Random Restart,Medium,Charging IC,Step 1: Test with a different cable and charger to rule out accessories; Step 2: Clean the charging port of dust/lint; Step 3: Restart the device and check for charging software glitch; Step 4: Check for overheating during charging attempts; Step 5: Replace the charging IC at a service center if hardware fault is confirmed.,3200,2.4
Mobile,OnePlus,82,12,Developer,80,No Display,Touch Working,Notifications Audible,Medium,Display,Step 1: Connect to an external monitor to check if the issue is the panel or GPU; Step 2: Check display cable/flex connection inside the device; Step 3: Adjust brightness and refresh rate settings to rule out software glitches; Step 4: Update or roll back display drivers; Step 5: Replace the display panel/digitizer if hardware fault is confirmed.,8250,2.9
Desktop,HP,12,16,Developer,5,Slow Internet,Frequent Disconnect,Packet Loss,High,Network Card,Step 1: Update or reinstall the network adapter drivers; Step 2: Check physical cable/antenna connections; Step 3: Reseat the network card if it is a PCIe add-in card; Step 4: Run network troubleshooter and reset TCP/IP stack; Step 5: Replace the network card if it is not detected by the system.,1800,2.4
Desktop,MSI,30,12,Student,25,Random Restart,Capacitor Bulge,Short Circuit,High,Motherboard,"Step 1: Disconnect all peripherals and power cables; Step 2: Inspect for bulging/burnt capacitors and burning smell; Step 3: Reset CMOS using the jumper or by removing the battery; Step 4: Reseat RAM and GPU to rule out connection issues; Step 5: If no POST persists, the motherboard likely needs professional repair or replacement.",6100,4.4
Mobile,Samsung,68,11,Student,63,No Sound,Calls OK,Headphones Work,Low,Speaker,Step 1: Check volume mixer and mute settings; Step 2: Update or reinstall audio drivers; Step 3: Test with headphones to isolate speaker hardware fault; Step 4: Clean speaker grille of dust/debris; Step 5: Replace the speaker unit if crackling/no sound persists.,950,1.4
Mobile,Vivo,66,7,Remote Worker,65,Poor Backup,Battery Swelling,Heating,High,Battery,"Step 1: Check battery health using built-in diagnostics (e.g., powercfg /batteryreport); Step 2: Inspect for physical swelling or deformation - stop use immediately if found; Step 3: Calibrate the battery with a full charge-discharge cycle; Step 4: Check background apps causing excess power draw; Step 5: Replace the battery if health is below 50% or swelling is present.",2550,1.2
Desktop,Dell,4,7,Normal,2,Voltage Drop,Random Reboots,Burning Smell,High,PSU,Step 1: Check the wall socket and power cable for faults; Step 2: Perform a PSU paperclip test to confirm the fan spins; Step 3: Inspect for burning smell or bulging capacitors inside the PSU; Step 4: Test with a known-working PSU if available; Step 5: Replace the PSU with an adequate wattage unit if it fails the test.,3450,2.4
Mobile,Vivo,8,6,Normal,5,Delayed Touch Response,Random Taps,Screen Freeze,High,Touch Screen Digitizer,Step 1: Clean the screen and remove any screen protector causing interference; Step 2: Restart the device to rule out a software freeze; Step 3: Test touch response in safe mode; Step 4: Check for physical screen damage near unresponsive areas; Step 5: Replace the touch digitizer if ghost touch continues after restart.,3050,2.4
Mobile,Vivo,41,3,Student,33,Camera Not Opening,App Force Close,Black Preview,Medium,Camera Module,Step 1: Clean the camera lens of smudges or dust; Step 2: Force-close and reopen the camera app; Step 3: Check for pending software updates; Step 4: Restart the device to clear temporary camera service errors; Step 5: Replace the camera module if blur/focus issues continue after cleaning.,1200,1.5
Desktop,Lenovo,59,1,Remote Worker,53,Settings Not Saved,BIOS Error,No Boot,Medium,CMOS Battery,Step 1: Power off the system and unplug from the mains; Step 2: Open the cabinet and locate the CMOS coin-cell battery; Step 3: Remove and test battery voltage (should be ~3V); Step 4: Replace the CMOS battery with a new CR2032 cell; Step 5: Reset BIOS settings and set the correct date/time.,100,1.5
Laptop,MSI,94,1,Student,89,Cursor Jump,Erratic Movement,Click Failure,Medium,Trackpad,Step 1: Clean the trackpad surface with a microfiber cloth; Step 2: Update or reinstall the touchpad drivers; Step 3: Check touchpad settings for sensitivity issues; Step 4: Test with an external mouse to confirm internal fault; Step 5: Replace the trackpad module if erratic behavior continues.,550,2.4
Laptop,Acer,49,9,Gaming,45,Fan Whining Noise,Hot Bottom Panel,Performance Drop,Medium,Cooling Fan,Step 1: Use compressed air to clean the fan vents and intake; Step 2: Open the back panel and clean dust from the fan and heatsink; Step 3: Check fan spin freely without obstruction; Step 4: Reapply thermal paste on CPU/GPU if overheating persists; Step 5: Replace the cooling fan if noise or shutdown continues after cleaning.,800,2.1
Laptop,Acer,70,2,Remote Worker,65,Sudden Power Off,Battery Swelling,Heating,Medium,Battery,"Step 1: Check battery health using built-in diagnostics (e.g., powercfg /batteryreport); Step 2: Inspect for physical swelling or deformation - stop use immediately if found; Step 3: Calibrate the battery with a full charge-discharge cycle; Step 4: Check background apps causing excess power draw; Step 5: Replace the battery if health is below 50% or swelling is present.",2450,2.1
Mobile,Google,93,2,Developer,93,Delayed Touch Response,Random Taps,Screen Freeze,High,Touch Screen Digitizer,Step 1: Clean the screen and remove any screen protector causing interference; Step 2: Restart the device to rule out a software freeze; Step 3: Test touch response in safe mode; Step 4: Check for physical screen damage near unresponsive areas; Step 5: Replace the touch digitizer if ghost touch continues after restart.,3500,2.5
Laptop,Asus,38,1,Office,37,Sudden Power Off,Battery Swelling,Heating,High,Battery,"Step 1: Check battery health using built-in diagnostics (e.g., powercfg /batteryreport); Step 2: Inspect for physical swelling or deformation - stop use immediately if found; Step 3: Calibrate the battery with a full charge-discharge cycle; Step 4: Check background apps causing excess power draw; Step 5: Replace the battery if health is below 50% or swelling is present.",4300,1.2
Laptop,Asus,75,3,Remote Worker,72,Charging Failure,Adapter Fault,Power Fluctuation,Medium,Charger,Step 1: Inspect the charger cable and adapter for visible damage; Step 2: Check the wall socket with another device; Step 3: Clean the charging port of dust/debris; Step 4: Test with a different compatible charger/adapter; Step 5: Replace the charger if output voltage is incorrect or it overheats.,1850,1.1
Desktop,HP,26,8,Developer,26,System Off Suddenly,Burn Smell,Power Loss,High,PSU,Step 1: Check the wall socket and power cable for faults; Step 2: Perform a PSU paperclip test to confirm the fan spins; Step 3: Inspect for burning smell or bulging capacitors inside the PSU; Step 4: Test with a known-working PSU if available; Step 5: Replace the PSU with an adequate wattage unit if it fails the test.,2800,1.1
Desktop,Custom Build,48,3,Student,42,Graphic Distortion,Random Freeze,High GPU Temp,Medium,GPU,"Step 1: Update or reinstall the latest GPU drivers; Step 2: Check for overheating using monitoring software (e.g., HWMonitor); Step 3: Reseat the GPU in the PCIe slot and check power connectors; Step 4: Test the GPU in another system or test another GPU in this system; Step 5: Send for repair/replacement if artifacts persist after a clean driver install.",4200,2.6
Mobile,Oppo,33,12,Business,27,Screen Stays On During Calls,Accidental Touch,Sensor Error,Medium,Proximity Sensor,Step 1: Remove any screen protector or case blocking the sensor; Step 2: Clean the sensor area near the top of the screen; Step 3: Test sensor calibration using a diagnostic app; Step 4: Restart the device to reset sensor drivers; Step 5: Replace the proximity sensor module if it remains unresponsive.,700,1.3
Mobile,Vivo,39,2,Gaming,36,No Charge,Adapter OK,Battery Healthy,Medium,Charging IC,Step 1: Test with a different cable and charger to rule out accessories; Step 2: Clean the charging port of dust/lint; Step 3: Restart the device and check for charging software glitch; Step 4: Check for overheating during charging attempts; Step 5: Replace the charging IC at a service center if hardware fault is confirmed.,1350,1.7
Laptop,HP,39,8,Normal,35,Portable Use Failure,Battery Low,Charger OK,High,Battery,"Step 1: Check battery health using built-in diagnostics (e.g., powercfg /batteryreport); Step 2: Inspect for physical swelling or deformation - stop use immediately if found; Step 3: Calibrate the battery with a full charge-discharge cycle; Step 4: Check background apps causing excess power draw; Step 5: Replace the battery if health is below 50% or swelling is present.",2600,1.3
Laptop,Lenovo,10,2,Gaming,10,WiFi Not Detected,Driver Error,Limited Connectivity,High,WiFi Module,Step 1: Update or reinstall the WiFi adapter drivers; Step 2: Check airplane mode and WiFi adapter is enabled; Step 3: Reseat the WiFi module/antenna cable if accessible; Step 4: Test connectivity near the router to rule out signal range; Step 5: Replace the WiFi module if it is not detected by the OS.,1300,2.4
Mobile,OnePlus,93,10,Developer,84,No Network,SIM Not Detected,Signal Drop,Medium,SIM Card Reader,Step 1: Remove and reinsert the SIM card properly; Step 2: Clean the SIM contacts and tray; Step 3: Test the SIM in another phone to rule out SIM damage; Step 4: Check for carrier network outage in the area; Step 5: Replace the SIM tray/reader module if SIM is still not detected.,1050,1.1
Desktop,Acer,42,5,Gaming,35,Settings Not Saved,BIOS Error,No Boot,Medium,CMOS Battery,Step 1: Power off the system and unplug from the mains; Step 2: Open the cabinet and locate the CMOS coin-cell battery; Step 3: Remove and test battery voltage (should be ~3V); Step 4: Replace the CMOS battery with a new CR2032 cell; Step 5: Reset BIOS settings and set the correct date/time.,300,1.0
